-1.077699 12.767749 1.262734 -0.099717 -0.740939 0.585822 -0.312856
-1.332694 11.649324 1.222337 0.644846 -0.617144 0.158716 0.422038
0.416375 12.488726 1.165462 0.084216 0.179360 -0.913382 0.355629
-0.411043 12.320210 1.819346 -0.038988 0.025801 0.981172 -0.187393
-1.072526 12.177921 2.148208 0.625775 -0.754788 0.047056 0.191014
-0.781010 12.773035 1.278411 -0.199789 0.723485 0.655509 -0.083441
0.486085 12.093389 1.935144 -0.902908 -0.360993 0.219665 -0.078670
-0.673126 11.575755 0.914321 0.212646 -0.969059 -0.124292 -0.016058
-1.086785 12.532440 0.374369 -0.775471 -0.577329 0.152536 0.205105
-1.148266 13.001296 1.694584 -0.078069 -0.054421 -0.918939 0.382747
-0.316606 12.569605 0.416673 0.425043 -0.626182 0.608548 0.238543
-0.242131 11.770222 1.352788 -0.313902 0.422009 -0.423162 0.737772
-0.306182 13.327177 0.697811 0.529487 0.839878 -0.119364 -0.000793
-1.299868 12.563026 2.058816 -0.373269 0.916252 -0.136053 0.051397
-0.256944 13.369836 0.866743 0.467933 0.234140 0.119563 -0.843754
-0.141992 12.058200 0.452506 0.623680 -0.428118 -0.653822 0.015996
-0.731970 12.000887 1.381977 -0.708418 -0.321547 -0.408716 0.477182
-0.654826 13.232873 1.953264 -0.403572 0.289053 0.379254 0.780861
-0.739039 11.906532 1.462354 -0.687878 0.308420 0.283550 0.592706
0.546462 13.432403 0.812124 -0.542420 0.129979 0.066837 0.827296
-1.060527 12.525441 0.653794 -0.308059 -0.478235 -0.811373 0.134403
0.479716 12.355270 2.063781 -0.350411 0.933330 0.076619 0.015420
-0.544081 12.842265 0.681681 0.267700 -0.331724 -0.120213 -0.896574
-0.939210 12.391264 0.629699 0.848768 0.264198 0.275483 0.365926
0.137434 11.852718 2.055987 0.787048 0.584979 0.033516 0.192954
0.507063 13.391851 0.565715 -0.223461 0.545017 0.702921 0.398653
-0.061992 11.923717 0.546906 -0.179322 -0.132048 -0.778441 0.586887
-0.872781 11.583633 0.568654 -0.843481 -0.302225 -0.208280 -0.392198
-0.917222 13.289143 0.937010 0.404424 0.524707 -0.489341 0.567158
0.603257 11.567110 0.331186 -0.185523 -0.345060 0.266519 -0.880614
-0.475269 13.484572 1.034364 0.463999 0.166817 0.620991 -0.609301
-1.009864 12.783859 1.458820 -0.732321 -0.322322 0.447079 -0.399919
-1.003304 12.153496 1.785296 -0.497983 -0.467573 0.623373 0.380519
-0.784671 12.849812 1.304302 -0.425945 -0.719006 0.443666 0.323669
-0.851732 12.101304 2.143068 -0.841565 -0.051605 0.072025 0.532840
0.049495 11.623295 1.227281 -0.150905 -0.622589 -0.659366 0.393507
-0.658377 12.856398 1.219182 0.485351 0.315881 0.777658 0.244747
0.130243 12.305492 1.167735 -0.655584 0.583615 -0.041865 -0.477337
-0.066498 11.804539 0.404946 0.134257 -0.746714 0.436365 0.483713
-0.520960 11.780627 2.197676 -0.729744 0.620875 -0.173373 0.227882
-0.856575 13.057725 0.825644 -0.217054 0.958406 -0.146968 -0.112899
0.605017 12.690256 1.239238 -0.125932 -0.155600 -0.109013 -0.973677
-1.234521 11.880800 1.887639 -0.040026 -0.654064 0.542945 -0.525175
0.365596 13.088156 0.407258 0.269684 0.861321 -0.054484 -0.427117
0.628263 11.596528 2.261305 -0.508276 -0.616326 0.354475 0.485948
0.163738 13.193865 0.632733 -0.184442 0.796360 -0.554837 -0.154751
-1.083313 13.075001 1.707835 0.549621 0.200746 0.790156 -0.182404
-0.249243 12.614916 1.316283 0.278097 -0.873999 0.388354 -0.089275
