0.833365 15.003064 -0.661900 -0.838670 -0.088836 -0.412257 0.344653
0.303086 14.691571 -0.174874 0.111951 -0.312685 -0.823144 0.460574
-0.608205 13.592316 0.804451 0.478122 0.486886 -0.292920 -0.669731
0.775607 14.565604 0.336525 0.079147 -0.039802 -0.790842 0.605575
0.178775 13.672629 -0.987571 0.401947 -0.838416 0.024415 0.367290
0.347742 13.694424 0.593402 -0.129934 -0.455276 -0.659680 -0.583663
-0.596478 13.960944 0.275936 0.068524 0.075254 0.829326 0.549418
0.314403 14.860859 0.312825 -0.128176 0.182339 0.956507 0.188196
0.279868 13.064416 -0.157084 0.903142 0.214550 0.214891 -0.303520
0.627295 13.578970 0.650916 -0.446571 0.289073 0.817194 -0.221823
0.636326 13.617596 0.351772 0.744352 0.296916 0.302450 0.516048
0.576418 13.649355 0.303251 0.163764 0.755783 -0.314853 -0.550310
0.982855 13.579956 0.792791 -0.506578 -0.144352 0.626926 -0.574025
0.219256 13.900731 0.578745 -0.009345 0.868319 0.495679 -0.015393
-0.331406 13.172517 -0.832954 0.315360 0.874177 0.368969 -0.014994
-0.458522 13.426481 0.269720 0.410536 0.125767 0.528454 -0.732379
-0.018908 13.262376 -0.821238 -0.347947 -0.759014 0.538988 0.111008
0.522797 14.933214 -0.844122 -0.393922 0.557349 -0.080521 -0.726432
-0.461258 14.297654 0.233457 -0.931444 0.192292 0.001012 -0.308924
-0.354915 14.798384 0.915345 0.231109 -0.198110 -0.952542 0.002290
0.780368 13.275723 -0.550050 0.656225 -0.048863 0.259548 -0.706835
-0.059272 13.737143 0.099942 0.469289 -0.470247 -0.550096 0.505994
0.750432 13.364437 0.663683 -0.132729 0.451339 -0.577386 -0.667310
0.298600 13.293150 0.368870 0.331402 0.755597 0.516162 0.229833
0.895299 14.414651 0.881262 -0.729176 0.133006 0.440754 0.506307
0.646087 13.590189 -0.066028 -0.148559 -0.296883 0.355907 0.873568
0.983641 14.306509 -0.827902 0.017444 0.593694 -0.803450 -0.041124
-0.206558 13.457373 0.421725 0.098903 0.010081 0.422361 0.900959
0.525334 13.186361 0.309834 0.955391 -0.178070 0.156827 -0.175854
0.648802 14.608846 -0.422736 0.311846 -0.682124 0.339565 -0.567586
-0.205778 14.391845 -0.852487 -0.666299 -0.651051 -0.217517 -0.291316
-0.134202 13.279440 -0.161586 -0.789613 -0.424856 -0.419082 -0.142755
0.144134 13.411529 -0.290310 0.221888 -0.201996 -0.924924 -0.233406
0.459170 13.746820 -0.237195 -0.909409 -0.397014 -0.008208 -0.123642
0.182870 14.121513 0.194240 -0.031692 0.367596 -0.073889 0.926504
0.815611 13.646525 0.329413 0.469933 -0.450871 -0.699474 0.294304
0.356650 14.384971 -0.401503 0.422410 0.614854 0.451665 -0.489412
-0.177827 13.409496 -0.420349 0.003392 0.779289 0.520236 0.349360
0.130321 13.366742 0.223688 0.500924 0.250312 0.504657 0.657070
0.913488 14.285126 0.157070 -0.709931 0.651462 -0.125971 0.236066
0.610735 14.245024 0.184803 0.001977 0.279972 -0.181436 0.942705
-0.218898 14.359336 -0.295656 -0.760904 0.109727 0.489724 0.411285
-0.114970 13.810679 0.767777 -0.513351 0.120727 -0.410180 0.744076
0.976637 14.745814 0.936848 0.382341 -0.699450 -0.153454 -0.583984
0.741496 13.936237 0.585907 -0.536884 -0.364370 -0.638183 0.414383
0.415984 13.188465 0.423301 0.188226 -0.934747 -0.255790 0.159342
-0.566099 13.250069 0.263604 0.449003 -0.132738 -0.879127 0.088952
0.620126 14.756743 0.013763 -0.615226 0.303606 0.435289 0.582961
0.631712 14.558024 0.041539 0.006903 0.869802 -0.480277 -0.112829
0.346715 13.302705 0.133879 0.401010 -0.817352 0.409301 -0.059996
